date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,153743000000,,CI,Cigna
2020-12-31,4,2020,160577000000,,CI,Cigna
2021-12-31,4,2021,174272000000,,CI,Cigna
2022-12-31,4,2022,180642000000,,CI,Cigna
2023-12-31,4,2023,195187000000,26.96,CI,Cigna
2019-12-31,4,2019,256776000000,,CVS,CVS Health
2020-12-31,4,2020,268706000000,,CVS,CVS Health
2021-12-31,4,2021,292111000000,,CVS,CVS Health
2022-12-31,4,2022,321629000000,,CVS,CVS Health
2023-12-31,4,2023,357776000000,39.33,CVS,CVS Health
2019-12-31,4,2019,11388479000,,DVA,DaVita
2020-12-31,4,2020,11550604000,,DVA,DaVita
2021-12-31,4,2021,11618797000,,DVA,DaVita
2022-12-31,4,2022,11609894000,,DVA,DaVita
2023-12-31,4,2023,12140147000,6.6,DVA,DaVita
2019-12-31,4,2019,11554800000,,LH,LabCorp
2020-12-31,4,2020,13978500000,,LH,LabCorp
2021-12-31,4,2021,16120900000,,LH,LabCorp
2022-12-31,4,2022,14876800000,,LH,LabCorp
2023-12-31,4,2023,12161600000,5.25,LH,LabCorp
2019-12-31,4,2019,7726000000,,DGX,Quest Diagnostics
2020-12-31,4,2020,9437000000,,DGX,Quest Diagnostics
2021-12-31,4,2021,10788000000,,DGX,Quest Diagnostics
2022-12-31,4,2022,9883000000,,DGX,Quest Diagnostics
2023-12-31,4,2023,9252000000,19.75,DGX,Quest Diagnostics
