date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2020-06-30,2,2020,152922000000,,CAH,Cardinal Health
2021-06-30,2,2021,162467000000,,CAH,Cardinal Health
2022-06-30,2,2022,181364000000,,CAH,Cardinal Health
2023-06-30,2,2023,205012000000,,CAH,Cardinal Health
2024-06-30,2,2024,226827000000,48.33,CAH,Cardinal Health
2020-09-30,3,2020,189893926000,,COR,Cencora
2021-09-30,3,2021,213988843000,,COR,Cencora
2022-09-30,3,2022,238587006000,,COR,Cencora
2023-09-30,3,2023,262173411000,,COR,Cencora
2019-12-28,4,2019,9985803000,,HSIC,Henry Schein
2020-12-26,4,2020,10119141000,,HSIC,Henry Schein
2021-12-25,4,2021,12401021000,,HSIC,Henry Schein
2022-12-31,4,2022,12647000000,,HSIC,Henry Schein
2023-12-30,4,2023,12339000000,23.57,HSIC,Henry Schein
2020-03-31,1,2020,231051000000,,MCK,McKesson Corporation
2021-03-31,1,2021,238228000000,,MCK,McKesson Corporation
2022-03-31,1,2022,263966000000,,MCK,McKesson Corporation
2023-03-31,1,2023,276711000000,,MCK,McKesson Corporation
2024-03-31,1,2024,308951000000,33.72,MCK,McKesson Corporation
